,Ma_sp,Ten_sp,Gia,Xuat_xu,Nong_do,Dung_tich,Giong_nho,Mau_sac,Loai_ruou,Thuong_hieu,Vung_lam_vang
1657,VNWH7-595,Rượu Vang Gerard Bertrand Terroir Minervois,575000.0,Pháp,14.0,750.0,"Syrah,Carignan",đỏ hồng ngọc,Rượu Vang Đỏ,Vignobles JeanJean,Languedoc
1658,VNHD1-495,Rượu Vang Giacobazzi 2 Fruttato Lambrusco Amabile,495000.0,Ý,5.5,750.0,Lambrusco,đỏ ruby,Rượu Vang Nổ,Cavicchioli,Emilia-Romagna
1659,VNLB1-230,Rượu Vang Gianluca Negroamaro Puglia,360000.0,Ý,16.0,750.0,Negroamaro,đỏ ruby,Rượu Vang Đỏ,Cantine Sgarzi Luigi,Puglia
1660,VNLK-2900,Rượu Vang Gianmarco Primitivo 18 Độ,2900000.0,Ý,18.0,750.0,Primitivo,đỏ ruby,Rượu Vang Đỏ,Gianmarco Vino,Puglia
1661,VNLK-800,Rượu Vang Gianmarco Vino Merlot Friuli Doc,800000.0,Ý,14.5,750.0,Merlot,đỏ ruby,Rượu Vang Đỏ,Gianmarco Vino,Veneto
1662,VNTL1-3874,Rượu Vang Gianni Gagliardo Barolo Lazzarito Vigna Preve,3225000.0,Ý,14.0,750.0,Nebbiolo,đỏ ruby đậm,Rượu Vang Đỏ,Gianni Gagliardo,Barolo
1663,VNTL-2244,Rượu Vang Gianni Gagliardo Barolo Serre,1380000.0,Ý,14.5,750.0,Nebbiolo,đỏ,Rượu vang đỏ,Gianni Gagliardo,Barolo
1664,VNMH3-460,Rượu Vang Giesen Riesling,460000.0,New Zealand,9.5,750.0,Riesling,vàng rơm,Rượu vang trắng,Giesen,Marlborough
1665,VNCIE-3215,Rượu Vang GIO Primitivo Di Manduria,3215000.0,Ý,18.5,750.0,Primitivo,đỏ ruby,Rượu Vang Đỏ,Gio,Puglia
1666,VNCIE-285,Rượu Vang Girolamo Alessandro Rosso,285000.0,Ý,11.5,750.0,Nero d’Avola,đỏ ruby,Rượu Vang Ngọt,Girolamo,Puglia
1667,VNDL2-532,Rượu Vang Glen Carlou Haven Chardonnay,515000.0,Nam Phi,14.0,750.0,Chardonnay,vàng nhạt,Rượu vang trắng,Glen Carlou,Coastal Region
1668,VNPV-767,Rượu Vang Goat Roti Syrah Viognier Fairview,691000.0,Nam Phi,14.0,750.0,"Syrah,Viognier",đỏ ruby,Rượu Vang Đỏ,Fairview,Western Cape
1669,VNPV2-536,Rượu Vang Goats Do Roam Rose,483000.0,Nam Phi,12.5,750.0,"Grenache,Mourvedre,Syrah",hồng nhạt,Rượu Vang Hồng,Fairview,Western Cape
1670,VNHD2-2500,Rượu Vang Golden Cross Primitivo Salento Rosso,2500000.0,Ý,17.5,750.0,Primitivo,đỏ ruby,Rượu Vang Đỏ,Vinitalia Di Fabio Incerti,Puglia
1671,VNHD-1850 BMF-1500,Rượu Vang Golfy 1865 Limited Edition,1850000.0,Ý,15.5,750.0,"Montepulciano,Primitivo,Aglianico",đỏ ruby,Rượu Vang Đỏ,Golfy 1865,Vino D’Italia
1672,VNVH-590,Rượu Vang Gota De Arena Tempranillo,590000.0,Tây Ban Nha,15.0,750.0,Tempranillo,đỏ ruby ánh tím,Rượu Vang Đỏ,Gota De Arena,Castilla y León
1673,VNWH2-2250,Rượu Vang Goulee By Cos d’Estournel,2070000.0,Pháp,13.0,750.0,"Cabernet Sauvignon,Merlot",đỏ ruby,Rượu Vang đỏ,Cos d’Estournel,Bordeaux
1674,VNMH8-380,Rượu Vang Graffigna Centenario Reserva Malbec,380000.0,Argentina,13.7,750.0,Malbec,đỏ hồng ngọc,Rượu Vang Đỏ,Graffigna,San Juan
1675,VNMH-490,Rượu Vang Graffigna Gran Reserva Malbec,490000.0,Argentina,13.5,750.0,Malbec,đỏ đậm,Rượu vang đỏ,Graffigna,San Juan
1676,VNMH9-380,Rượu Vang Graffigna Reserva Cabernet Sauvignon,380000.0,Argentina,13.5,750.0,Cabernet Sauvignon,đỏ ruby,Rượu vang đỏ,Graffigna,San Juan
1677,VNMH7-380,Rượu Vang Graffigna Reserva Pinot Grigio,380000.0,Argentina,13.0,750.0,Pinot Grigio,vàng chanh,Rượu Vang Trắng,Graffigna,San Juan
1678,VNMT-360,Rượu Vang Gran Baron Tinto Crianza,360000.0,Tây Ban Nha,13.0,750.0,"Tempranillo,Garnacha",đỏ ruby,Rượu Vang Đỏ,Gran Baron,D.O. Penedès
1679,VNMT-450,Rượu Vang Gran Baron Tinto Reserva,450000.0,Tây Ban Nha,13.0,750.0,"Tempranillo,Cabernet Sauvignon",đỏ ruby,Rượu Vang Đỏ,Gran Baron,D.O. Penedès
1680,VNHD4-1050,Rượu Vang Gran Cruz Porto 10 Years,1050000.0,Bồ Đào Nha,19.0,750.0,"Touriga Nacional, Touriga Franca, Tinta Roriz",đỏ ruby,Rượu Vang Đỏ,Martins Alves Portugal,Porto
1681,VNHD1-5500,Rượu Vang Gran Cruz Porto 40 Years,5500000.0,Bồ Đào Nha,20.0,750.0,"Tinta Barroca, Touriga Nacional, Touriga Franca",đỏ ruby,Rượu Vang Đỏ,Martins Alves Portugal,Porto
1682,VNTH2-950,Rượu Vang Gran Oristan Gran Reserva,950000.0,Tây Ban Nha,13.5,750.0,"Tempranillo,Cabernet Sauvignon",đỏ,Rượu vang đỏ,Bodegas Osborne,Castilla
1683,VNVC2-1760,Rượu Vang Gran Tiati Gold,1760000.0,Ý,14.0,750.0,Aglianico,đỏ ruby,Rượu Vang Đỏ,Cantine Teanurti,Puglia
1684,VNAV-615,Rượu Vang Grand Allegranza Monastrell,586000.0,Tây Ban Nha,14.5,750.0,Monastrell,đỏ ruby,Rượu Vang Đỏ,Allegranza,Alicante
1685,VNTK-880,Rượu Vang Grand Bateau Bordeaux,880000.0,Pháp,12.0,750.0,"Merlot,Cabernet Sauvignon",đỏ ruby,Rượu Vang Đỏ,Borie Manoux,Bordeaux
1686,VNADT2-1560,Rượu Vang Grand Ermita De San Felices Reserva,1560000.0,Tây Ban Nha,14.5,750.0,Tempranillo,đỏ ruby,Rượu Vang Đỏ,Muga,Rioja
1687,VNVG-1070,Rượu Vang Grande Alberone Rosso,1070000.0,Ý,14.5,750.0,"Primitivo,Merlot,Cabernet Sauvignon",đỏ ruby,Rượu vang đỏ,Provinco Italia Spa,Puglia
1688,VNVG-1300,Rượu Vang Grande Alberone Zinfandel,1300000.0,Ý,15.0,750.0,Zinfandel,đỏ đậm,Rượu vang đỏ,Provinco Italia Spa,Puglia
1689,VNHP1-500,Rượu Vang Grande Passolo Chardonnay Rocca,500000.0,Ý,13.0,750.0,Chardonnay,vàng nhạt,Rượu Vang Trắng,Rocca,Piedmont
1690,VNHP-500,Rượu Vang Grande Passolo Rosso Salento Rocca,500000.0,Ý,14.5,750.0,"Primitivo,Negroamaro",đỏ ruby,Rượu Vang Đỏ,Rocca,Puglia
1691,VNPE-378,Rượu Vang Grande Theatre Bordeaux,378000.0,Pháp,13.0,750.0,"Cabernet Sauvignon,Merlot,Cabernet Franc",đỏ đậm,Rượu Vang Đỏ,Borie Manoux,Bordeaux
1692,VNMH - 830,Rượu Vang Greywacke Botrytis Pinot Gris,830000.0,New Zealand,13.5,750.0,Pinot Gris,vàng rơm,Rượu Vang Trắng,Greywacke,Marlborough
1693,VNMH - 900,Rượu Vang Greywacke Chardonnay,900000.0,New Zealand,14.0,750.0,Chardonnay,vàng rơm,Rượu Vang Trắng,Greywacke,Marlborough
1694,VNMH3-900,Rượu Vang Greywacke Pinot Noir,900000.0,New Zealand,13.5,750.0,Pinot Noir,đỏ ruby,Rượu Vang Đỏ,Greywacke,Marlborough
1695,VNMH1 - 800,Rượu Vang Greywacke Riesling,800000.0,New Zealand,11.5,750.0,Riesling,vàng rơm,Rượu Vang Trắng,Greywacke,Marlborough
1696,VNMH-590,Rượu Vang Greywacke Sauvignon Blanc,590000.0,New Zealand,13.5,750.0,Sauvignon Blanc,vàng rơm,Rượu Vang Trắng,Greywacke,Marlborough
1697,VNMH5-800,Rượu Vang Greywacke Wild Sauvignon,800000.0,New Zealand,13.5,750.0,Sauvignon Blanc,vàng rơm,Rượu Vang Trắng,Greywacke,Marlborough
1698,VNPV-1797,Rượu Vang Grosset Polish Hill Riesling Clare Valley,1618000.0,ÚC,12.0,750.0,Riesling,trắng,Rượu vang trắng,Grosset,Clare Valley
1699,VNHP-325,Rượu Vang Guardia Dei Mori Montepulciano d’Abruzzo,325000.0,Ý,12.5,750.0,Montepulciano,đỏ ruby,Rượu Vang Đỏ,Guardia Dei Mori,Abruzzo
1700,VNHP1-325,Rượu Vang Guardia Dei Mori Primitivo Salento,325000.0,Ý,13.5,750.0,Primitivo,đỏ ruby,Rượu Vang Đỏ,Guardia Dei Mori,Puglia
1701,VNHD-475,Rượu Vang Guarini C’era Una Volta Moscato Dolce,475000.0,Ý,4.5,750.0,Moscato,vàng rơm,Rượu Vang Trắng,Losito & Guarini,Lombardia
1702,VNHD3-450,Rượu Vang Guarini C’era Una Volta Riesling,450000.0,Ý,12.5,750.0,Riesling,vàng rơm,Rượu Vang Trắng,Losito & Guarini,Apulia
1703,VNVH1-500,Rượu Vang Guicciardini Strozzi Chianti Classico,500000.0,Ý,13.0,750.0,Sangiovese,vàng rơm,Rượu Vang Trắng,Guicciardini Strozzi,Tuscany
1704,VNPV-3238,Rượu Vang Guigal Vignes De l’Hospice Saint Joseph,2915000.0,Pháp,13.5,750.0,Syrah,đỏ đậm,Rượu Vang Đỏ,Paul Jaboulet Aine,Rhone Valley
1705,VNWH12-450,Rượu Vang Guilbaud Freres Grand Or Muscadet Sevre Et Maine Sur Lie,425000.0,Pháp,13.0,750.0,Muscadet,vàng rơm,Rượu Vang Trắng,Guibaud Freres,Loire valley
1706,VNPV1-916,Rượu Vang Gunderloch Jean Baptiste Riesling Kabinett,825000.0,Đức,10.5,750.0,Riesling,vàng rơm,Rượu Vang Trắng,Gunderloch,Rheinhessen
1707,VNPV-764,Rượu Vang Gunderloch Red Stone Riesling,688000.0,Đức,10.0,750.0,Riesling,vàng rơm,Rượu Vang Trắng,Gunderloch,Rheinhessen
1708,VNWH5-655,Rượu Vang Gustave Lorentz Alsace Fleurelle,605000.0,Pháp,13.0,750.0,"Muscat,Pinot Blanc",vàng nhạt,Rượu Vang Trắng,Trimbach,Alsace
1709,VNWH1-1020,Rượu Vang Gustave Lorentz Alsace Gewurztraminer,918000.0,Pháp,13.0,750.0,Gewurztraminer,vàng rơm nhạt,Rượu Vang Trắng,Trimbach,Alsace
1710,VNWH5-825,Rượu Vang Gustave Lorentz Alsace Riesling,800000.0,Pháp,13.0,750.0,Riesling,vàng rơm,Rượu Vang Trắng,Trimbach,Alsace
1711,VNWH3-580,Rượu Vang Gustave Lorentz Alsace Sylvaner Reserve,570000.0,Pháp,12.0,750.0,Sylvaner,trắng xanh,Pháp,Trimbach,Alsace
1712,VNWH-910,Rượu Vang Gustave Lorentz Pinot Noir,910000.0,Pháp,13.0,750.0,Pinot Noir,đỏ đậm,Rượu Vang Đỏ,Trimbach,Alsace
1713,VNWH-2080,Rượu Vang Gustave Lorentz Riesling Grand Cru Altenberg De Bergheim,2080000.0,Pháp,13.0,750.0,Riesling,rơm,Rượu Vang Trắng,Gustave Lorentz,Alsace
1714,VNHD4-850,Rượu Vang H Negroamaro – Feudi Salentini,850000.0,Ý,14.5,750.0,Negroamaro,đỏ ruby,Rượu Vang Đỏ,Feudi Salentini,Puglia
1715,VNMH1-590,Rượu Vang H&B Côtes De Provence,590000.0,Pháp,13.0,750.0,"Grenache,Cinsault,Syrah",hồng nhạt,Rượu Vang Hồng,Hecht & Bannier,Côtes de Provence
1716,VNMH1-380,Rượu Vang Haras De Pirque Reserva De Propiedad,380000.0,Chile,13.5,750.0,"Cabernet Sauvignon,Cabernet Franc,Carménère",đỏ đậm,Rượu Vang Đỏ,Haras De Pirque,Maipo Valley
1717,VNVH-360,Rượu Vang Haut Fontaniels Languedoc,360000.0,Pháp,13.5,750.0,"Grenache,Syrah",đỏ đậm có sắc tím,Rượu Vang Đỏ,Haut Fontaniels,Languedoc
1718,VNSSP-1930,Rượu Vang Haute Coutume Rivesaltes Ambre Vignerons Catalans,1930000.0,Pháp,15.0,750.0,Grenache,vàng nhạt,Rượu Vang Trắng,Vignerons Catalans,"Rivesaltes, vùng Roussillon"
1719,VNPV1-1129,Rượu Vang Henri Bourgeois En Travertin Pouilly Fume,1017000.0,Pháp,13.0,750.0,Sauvignon Blanc,vàng nhạt,Rượu Vang trắng,Ampelidae,Loire Valley
1720,VNPV-1570,Rượu Vang Henri Bourgeois La Demoiselle De Bourgeois Pouilly Fume,1413000.0,Pháp,12.5,750.0,Sauvignon Blanc,vàng đồng,Rượu Vang trắng,Ampelidae,Loire Valley
1721,VNPV1-1551,Rượu Vang Henri Bourgeois Le MD De Bourgeois Sancerre,1396000.0,Pháp,12.5,750.0,Sauvignon Blanc,vàng rơm,Rượu Vang trắng,Ampelidae,Loire Valley
1722,VNPV-994,Rượu Vang Henri Bourgeois Le Prieure Des Aublats Menetou Salon,895000.0,Pháp,13.5,750.0,Pinot Noir,đỏ,Rượu Vang đỏ,Ampelidae,Loire Valley
1723,VNPV-1129,Rượu Vang Henri Bourgeois Les Baronnes Sancerre,1017000.0,Pháp,13.0,375.0,Pinot Noir,đỏ thẫm,Rượu Vang đỏ,Ampelidae,Loire Valley
1724,VNPV5-732,Rượu Vang Henri Bourgeois Petit Bourgeois Sauvignon Blanc,659000.0,Pháp,13.0,750.0,Sauvignon Blanc,vàng rơm,Rượu Vang trắng,Henri Bourgeois,Vin de France
1725,VNWH-1800,Rượu Vang Henschke Giles Lenswood Pinot Noir,1670000.0,ÚC,14.5,750.0,Pinot Noir,đỏ ruby,Rượu Vang Đỏ,Henschke,Lenswood
1726,VNYV-320,Rượu Vang Hera Mitologia Nero Di Troia,320000.0,Ý,13.5,750.0,Nero Di Troia,đỏ ruby,Rượu Vang Đỏ,Mitologia,"chính là cái “nôi” của những dòng rượu vang nổi tiếng của đất nước Ý hình chiếc ủng xinh xắn với bề dày lịch sử lâu đời. Và là một tín đồ rượu vang,chắc chắn bạn đã từng biết đến và thưởng thức những đứa con rượu vang chất lượng sinh ra từ nơi đây."
1727,VNWH2 - 250,Rượu Vang Hereford Malbec,235000.0,Argentina,13.0,750.0,Malbec,đỏ ruby,Rượu vang đỏ,Hereford,Mendoza
1728,VNHM-410,Rượu Vang Heritage De Menuts,410000.0,Pháp,14.0,750.0,"Cabernet Sauvignon,Merlot",đỏ ruby,Rượu Vang Đỏ,Borie Manoux,Bordeaux
1729,VNVC-1419,Rượu Vang Hispano Suizas Bobos Finca Casa La Borracha,1419000.0,Tây Ban Nha,13.0,750.0,Bobal,đỏ ruby,Rượu Vang Đỏ,Hispano Suizas,Utiel Requeno
1730,VNVC-2530,Rượu Vang Hispano Suizas Quod Superius,2530000.0,Tây Ban Nha,13.5,750.0,"Cabernet Sauvignon,Merlot,Syrah",đỏ ruby,Rượu Vang Đỏ,Hispano Suizas,Utiel Requeno
1731,VNWH5-550,Rượu Vang Hồng Antinori Santa Cristina Toscana,395000.0,Ý,12.5,750.0,"Sangiovese,Merlot",hồng ngọc,Rượu vang hồng,Antinori,Tuscany
1732,VNPV2-540,Rượu Vang Hồng Cantine De Falco Rosato Salento,486000.0,Ý,13.0,750.0,Negroamaro,hồng,Rượu Vang Hồng,Cantine De Falco,Puglia
1733,VNDL2-582,Rượu Vang Hồng Carpineto Dogajolo,520000.0,Ý,13.0,750.0,Sangiovese,hồng nhạt,Rượu vang hồng,Carpineto,Tuscany
1734,VNDL2-503,Rượu Vang Hồng Chateau La Rose Bellevue,489000.0,Pháp,13.0,750.0,"Merlot,Cabernet Sauvignon",hồng ngọc,Rượu Vang Hồng,Chateau Bellevue,Bordeaux
1735,VNDL-1589,Rượu Vang Hồng Domaine Cazes Rivesaltes Ambré,1589000.0,Pháp,15.0,750.0,Grenache,vàng nhạt,Rượu Vang Ngọt,Domaine Cazes,Rivesaltes Ambré AOP
1736,VNPV2-510,Rượu Vang Hồng Domaine De La Citadelle Court Metrage,459000.0,Pháp,13.5,750.0,"Merlot,Cabernet Sauvignon",hồng nhạt,Rượu vang hồng,Domaine De La Citadelle,Rhone Valley
1737,VNPV1-648,Rượu Vang Hồng Domaine Mont De Marie Anatheme,584000.0,Pháp,12.0,750.0,Grenache,hồng,Rượu Vang hồng,Mont de Marie,Vin de France
1738,VNPV-931,Rượu Vang Hồng E.Guigal Tavel,838000.0,Pháp,14.0,750.0,"Syrah,Grenache,Cinsault",đỏ ruby,Rượu Vang Hồng,E.Guigal,Rhone Valley
1739,VNMH3-510,Rượu Vang Hồng Freixenet Italian Rose,510000.0,Ý,11.5,750.0,"Pinot Noir,Glera",hồng phấn,Rượu Vang Hồng,Freixenet,Veneto
1740,VNMH4-450,Rượu Vang Hồng Freixenet Mia Rosado Delicate & Floral,450000.0,Tây Ban Nha,12.0,750.0,Bobal,hồng phấn,Rượu Vang Hồng,Freixenet,Castilla – Spain
1741,VNPE1-383,Rượu Vang Hồng Freschello Extra Dry,383000.0,Ý,9.5,750.0,Garganega,vàng rơm,Rượu Vang Nổ,Bottega,Veneto
1742,VNWH11-475,Rượu Vang Hồng Georges Vigouroux Pigmentum,475000.0,Pháp,12.0,750.0,Malbec,hồng nhạt,Rượu Vang Hồng,Georges Vigouroux,Vin de Pays
1743,VNWH2-320,Rượu Vang Hồng Gerard Bertrand 6eme Sens,310000.0,Pháp,13.0,750.0,"Grenache,Shiraz",hồng phấn,Rượu Vang Hồng,Vignobles JeanJean,Languedoc
1744,VNHD3-495,Rượu Vang Hồng Giacobazzi 5 Seducente Rose,495000.0,Ý,11.0,750.0,Blend,hồng nhạt,Rượu Vang Nổ,Cavicchioli,Emilia-Romagna
1745,VNPE-555,Rượu Vang Hồng La Fiole Cotes Du Rhone,555000.0,Pháp,13.0,750.0,"Grenache,Syrah,Cinsault",hồng tươi,Rượu Vang Hồng,Brotte SA,Cotes Du Rhone
1746,VNTK6-640,Rượu Vang Hồng Lapostolle Le Rose,640000.0,Chile,13.0,750.0,"Syrah,Grenache,Mourvedre,Cinsaut",hồng nhạt,Rượu Vang Hồng,Chateau Los Boldos,Rapel Valley
1747,VNWH10- 378,Rượu Vang Hồng Le Petit Cochonnet Grenache,365000.0,Pháp,12.5,750.0,Grenache,hồng nhạt,Rượu Vang Hồng,La compagnie Rhodanienne,Languedoc
1748,VNPV-901,Rượu Vang Hồng Le Rose De Giscours,811000.0,Pháp,13.5,750.0,"Cabernet Franc,Cabernet Sauvignon",hồng nhạt,Rượu vang hồng,Chateau Giscours,Bordeaux
1749,VNWH8-655,Rượu Vang Hồng Les Lauzeraies Tavel,655000.0,Pháp,13.5,750.0,"Syrah,Grenache,Mourvedre",hồng ngọc,Rượu Vang Hồng,Les Vignerons,Tavel
1750,VNDL4-419,Rượu Vang Hồng Maison Du Sud Grenache – Cinsault,389000.0,Pháp,12.0,750.0,"Grenache,Cinsault",hồng ngọc,Rượu Vang Hồng,Vignobles JeanJean,Languedoc
1751,VNWH8 - 424,Rượu Vang Hồng Marques De Caceres Rosado,410000.0,Tây Ban Nha,12.5,750.0,"Tempranillo,Garnacha",hồng ngọc,Rượu vang hồng,Marques De Caceres,Rioja
1752,VNDL4-688,Rượu Vang Hồng Mas De Lunes Languedoc,688000.0,Pháp,12.0,750.0,"Grenache,Syrah",hồng ngọc tươi,Rượu Vang Hồng,Vignobles JeanJean,Languedoc
1753,VNWH-825,Rượu Vang Hồng Massaya Bekaa Valley Lebanon,825000.0,Lebanon,12.5,750.0,Cinsault,hồng ngọc,Rượu vang hồng,Massaya,Bekaa Valley
1754,VNPV1-393,Rượu Vang Hồng Moulin De Gassac Figaro,354000.0,Pháp,12.0,750.0,"Grenache,Carignan,Syrah",hồng sáng,Rượu Vang hồng,Vignobles JeanJean,Languedoc
1755,VNPV1-363,Rượu Vang Hồng Moulin De Gassac Guilhem,327000.0,Pháp,12.0,750.0,"Syrah,Carignan,Grenache",hồng,Rượu Vang hồng,Vignobles JeanJean,Languedoc
1756,VNWH7-655,Rượu Vang Hồng Mouton Cadet Bordeaux,655000.0,Pháp,12.5,750.0,"Merlot,Cabernet Franc,Cabernet Sauvignon",hồng tươi,Rượu Vang Hồng,Borie Manoux,Bordeaux
1757,VNWH18-750,Rượu Vang Hồng Pascal Jolivet Attitude,720000.0,Pháp,13.0,750.0,"Cabt Sau,Gamay,Pinot Noir",hồng tươi,Rượu Vang Hồng,Ampelidae,Loire Valley
1758,VNTK2-734,Rượu Vang Hồng Paul Jaboulet Aine Parallele 45 Cotes Du Rhone,734000.0,Pháp,13.0,750.0,"Grenache,Cinsault,Syrah",hồng nhạt,Rượu Vang Hồng,Paul Jaboulet Aine,Cotes du Rhone
1759,VNBMF1-243,Rượu Vang Hồng Roche Mazet Merlot,243000.0,Pháp,12.5,750.0,Merlot,hồng nhạt,Rượu Vang Hồng,Roche Mazet,Languedoc
1760,VNWH-995,Rượu Vang Hồng Rockford Alicante Bouchet,995000.0,ÚC,12.0,750.0,Alicante Bouchet,hồng ngọc,Rượu vang hồng,Rockford,Barossa Valley
1761,VNWH1-399,Rượu Vang Hồng The BeachHouse,335000.0,Nam Phi,12.5,750.0,"Cabernet Sauvignon,Merlot,Montepulciano",hồng ngọc,Rượu vang hồng,Beach house,Western Cape
1762,VNDL4-357,Rượu Vang Hồng Vignerons Ardechois Ardeche Gris De Cabernet,357000.0,Pháp,13.5,750.0,Grenache Gris / Cabernet Gris,hồng tươi tắn,Rượu Vang Hồng,Vignerons Ardechois,Vin De Pays
1763,VNDL5-357,Rượu Vang Hồng Vignerons Ardechois Ardeche Syrah,357000.0,Pháp,12.5,750.0,Syrah,hồng tươi tắn,Rượu Vang Hồng,Vignerons Ardechois,Vin De Pays
1764,VNDL-307,Rượu Vang Hồng Vignerons Ardechois Beaumont Des Gras,307000.0,Pháp,13.0,750.0,Blend,hồng tươi tắn,Rượu Vang Hồng,Vignerons Ardechois,Vin De Pays
1765,VNVH-540,Rượu Vang Honoro Vera Garnacha,540000.0,Tây Ban Nha,14.5,750.0,"Garnacha,Grenache",đỏ ruby,Rượu Vang Đỏ,Honoro Vera,Montsant
1766,VNVH1-540,Rượu Vang Honoro Vera Rioja Tempranillo,540000.0,Tây Ban Nha,14.5,750.0,Tempranillo,đỏ ruby,Rượu Vang Đỏ,Honoro Vera,Rioja
1767,VNTL-3650,Rượu Vang Hospices De Beaune Beaune,3650000.0,Pháp,14.0,750.0,Pinot Noir,đỏ cherry,Rượu Vang Đỏ,Louis Jadot,Bourgogne
1768,VNTL-6404,Rượu Vang Hospices De Beaune Corton Grand Cru,6404000.0,Pháp,13.5,750.0,Pinot Noir,đỏ đậm có ánh tím,Rượu Vang Đỏ,Hospices De Beaune,Bourgogne
1769,VLTL-6134,Rượu Vang Hospices De Beaune Meursault Poruzots,6134000.0,Pháp,14.0,750.0,Chardonnay,vàng nhạt,Rượu vang trắng,Hospices De Beaune,Bourgogne
1770,VNPV-3985,Rượu Vang Hospices De Beaune Pommard,3587000.0,Pháp,13.5,750.0,Pinot Noir,đỏ thuần,Rượu Vang đỏ,Hospices De Beaune,Bourgogne
1771,VLTL-5108,Rượu Vang Hospices De Beaune Saint Romain Cuvée Joseph Menault,5108000.0,Pháp,13.0,750.0,Chardonnay,vàng nhạt,Rượu vang trắng,Hospices De Beaune,Bourgogne
1772,VNTL-4655,Rượu Vang Hospices De Beaune Volnay,4655000.0,Pháp,14.5,750.0,Pinot Noir,đỏ đậm,Rượu Vang Đỏ,Hospices De Beaune,Bourgogne
1773,VNTK3-2200,Rượu Vang Hubert Lamy Bourgogne Les Chataigniers Chardonnay,2200000.0,Pháp,13.0,750.0,Chardonnay,vàng rơm,Rượu Vang Trắng,Domaine Hubert Lamy,Bourgogne
1774,VNTK-3187,Rượu Vang Hubert Lamy Saint Aubin 1er Cru Clos Des Meix,3187000.0,Pháp,13.0,750.0,Chardonnay,vàng rơm,Rượu Vang Trắng,Hubert Lamy,Bourgogne
1775,VNTBM-1025,Rượu Vang Hungary Bock Cuvée,1025000.0,Hungary,15.0,750.0,"Cabernet Sauvignon,Cabernet Franc,Merlot",đỏ ruby,Rượu Vang Đỏ,Bock,Villany
1776,VNTBM4-438,Rượu Vang Hungary Bock Merlot,438000.0,Hungary,13.5,750.0,Merlot,đỏ ruby,Rượu Vang Đỏ,Bock,Villany
1777,VNPV-2575,Rượu Vang Hungary Oremus Tokaji Aszu 5 Puttonyos,2318000.0,Hungary,11.5,500.0,Furmint,hồng nhạt,Rượu Vang Ngọt,Oremus,Tokaji
1778,VNPV-13179,Rượu Vang Hungary Oremus Tokaji Eszencia,11862000.0,Hungary,3.0,375.0,"Moscatel De Grano Menudo, Hárslevelű, Furmint",đỏ đậm,Rượu Vang Ngọt,Oremus,Tokaji
1779,VNNEIR-550,Rượu Vang Hungary Tokaji Kardos Tunder Mese,530000.0,Hungary,9.0,500.0,Moscato,vàng đậm,Rượu Vang Ngọt,Kardos,Tokaji
1780,VNBMF3-330,Rượu Vang HXM Inspiration Liebfraumilch,330000.0,Đức,8.5,750.0,Liebfraumilch,vàng nhạt,Rượu Vang Trắng,Inspiration,Rheinhessen
1781,VNBMF2-330,Rượu Vang HXM Inspiration Riesling,330000.0,Đức,8.5,750.0,Riesling,vàng nhạt,Rượu Vang Trắng,HXM,Rheinhessen
1782,VNWH4-550,Rượu Vang Hy Lạp Alpha Estate Malagouzia,550000.0,Hy Lạp,12.5,750.0,Malagouzia,vàng rơm,Rượu Vang Trắng,Alpha Estate,Amyndeo
1783,VNHM-365,Rượu Vang I679 Chateau Fontana,365000.0,Pháp,13.0,750.0,Blend,đỏ ruby,Rượu Vang Đỏ,I679,Bordeaux
1784,VNMH-1080,Rượu Vang Ice Wine Riesling Henry Of Pelham,980000.0,Canada,9.5,200.0,Riesling,vàng rơm,Rượu Vang Đá,Henry Of Pelham INC,Shorts Hills Bench
1785,VNMH1-970,Rượu Vang Icewine Vidal Henry Of Pelham,880000.0,Canada,9.5,200.0,Vidal,vàng rơm,Rượu Vang Đá,Henry Of Pelham INC,Shorts Hills Bench
1786,VNTH-1050,Rượu Vang Idillio Primitivo Di Manduria,1050000.0,Ý,14.5,750.0,Primitivo,đỏ đậm,Rượu Vang Đỏ,Tinazzi,Puglia
1787,VNTLP1-350,Rượu Vang IL Gran Passo Primitivo Puglia,350000.0,Ý,14.5,750.0,Primitivo,đỏ ruby,Rượu Vang Đỏ,Le Vigne Di Sammarco,Puglia
1788,VNMH6-1800,Rượu Vang IL Pino Di Biserno,1580000.0,Ý,14.5,750.0,"Cabernet Sauvignon,Cabernet Franc,Merlot,Petit Verdot",đỏ ruby,Rượu Vang Đỏ,Biserno,Tuscany
1789,VNMH3-260,Rượu Vang IL Pumo Sauvignon – Malvasia,260000.0,Ý,12.0,750.0,"Sauvignon,Malvasia Bianca",vàng rơm,Rượu Vang Trắng,Cantine San Marzano,Puglia
1790,VNHD1-1250,Rượu Vang Imperio LXXIV Primitivo Di Manduria,1250000.0,Ý,14.5,750.0,Primitivo,đỏ ruby,Rượu Vang Đỏ,Tinazzi,Puglia
1791,VNPV-467,Rượu Vang Indesio Montepulciano D’Abruzzo,421000.0,Ý,14.5,750.0,Montepulciano,đỏ,Rượu Vang Đỏ,Wine People,Abruzzo
1792,VNHD4-625,Rượu Vang Indomita Gran Reserva Cabernet Sauvignon,625000.0,Chile,14.0,750.0,Cabernet Sauvignon,đỏ ruby,Rượu Vang Đỏ,Vina Indómita,Maipo
