,Ma_sp,Ten_sp,Gia,Xuat_xu,Nong_do,Dung_tich,Giong_nho,Mau_sac,Loai_ruou,Thuong_hieu,Vung_lam_vang
1522,VNVH1-385,Rượu Vang Falernia Reserva Chardonnay,385000.0,Chile,13.5,750.0,Chardonnay,vàng rơm,Rượu Vang Trắng,Falernia,Elqui Valley
1523,VNVH2-385,Rượu Vang Falernia Reserva Sauvignon Blanc,385000.0,Chile,13.0,750.0,Sauvignon Blanc,xanh xám,Rượu Vang Trắng,Falernia,Elqui Valley
1524,VNWH - 550,Rượu Vang Falesco Vitiano Cabernet Sauvignon,540000.0,Ý,14.0,750.0,Cabernet Sauvignon,đỏ đậm xen tím,Rượu Vang Đỏ,Falesco,Umbria
1525,VNWH1-1950,Rượu Vang Familia Castano Casa De La Cera Yecla,1945000.0,Tây Ban Nha,14.0,750.0,"Monastrell,Cabernet Sauvignon,Garnacha",đỏ ruby,Rượu Vang Đỏ,Bodega Castano,Yecla
1526,VNHP3-1450,Rượu Vang Familia SChroeder Icon Wine,1450000.0,Argentina,14.5,750.0,"Malbec,Cabernet Sauvignon,Merlot,Cabernet Franc",đỏ ruby,Rượu Vang Đỏ,Familia SChroeder,Patagonia
1527,VNHP2-1450,Rượu Vang Familia SChroeder Icon Wine Malbec,1450000.0,Argentina,14.0,750.0,Malbec,đỏ ruby,Rượu Vang Đỏ,Familia SChroeder,Patagonia
1528,VNPV-2267,Rượu Vang Famille Bourgeois Le Graveron Sancerre,2041000.0,Pháp,13.0,750.0,Pinot Noir,đỏ,Rượu Vang đỏ,Famille Bourgeois,Loire Valley
1529,VNPV-2404,Rượu Vang Famille Bourgeois Les Ruchons Sancerre,2164000.0,Pháp,12.5,750.0,Sauvignon Blanc,vàng rơm,Rượu Vang trắng,Famille Bourgeois,Loire Valley
1530,VNVC-3620,Rượu Vang Fasoli Gino Alteo Amarone Della Valpolicella,3620000.0,Ý,17.5,750.0,"Corvina,Rondinella",đỏ ruby,Rượu Vang Đỏ,Fasoli Gino,Veneto
1531,VNVC-1078,Rượu Vang Fattoria Le Pupille Morellino Di Scansano Riserva,1078000.0,Ý,14.5,750.0,"Sangiovese,Cabernet Sauvignon",đỏ ruby,Rượu Vang Đỏ,Fattoria Le Pupille,Tuscany
1532,VNVC-482,Rượu Vang Fattoria Le Pupille Pelofino Toscana Rosso,482000.0,Ý,13.5,750.0,"Sangiovese,Cabernet Sauvignon,Merlot",đỏ ruby,Rượu Vang Đỏ,Fattoria Le Pupille,Tuscany
1533,VNVC2-858,Rượu Vang Fattoria Le Pupille Poggio Argentato,858000.0,Ý,13.0,750.0,"Sauvignon Blanc,Semillon",vàng rơm,Rượu Vang Trắng,Fattoria Le Pupille,Tuscany
1534,VNVC2-1650,Rượu Vang Fattoria Le Pupille Poggio Valente,1650000.0,Ý,14.0,750.0,Sangiovese,đỏ ruby,Rượu Vang Đỏ,Fattoria Le Pupille,Tuscany
1535,VNHD-675,Rượu Vang Femar Roma Rosso,675000.0,Ý,13.5,750.0,Shiraz,đỏ ruby,Rượu Vang Đỏ,Femar Vini,Lazio
1536,VNYW-292,Rượu Vang Feraz Cabernet Sauvignon,292000.0,Chile,13.5,750.0,Cabernet Sauvignon,đỏ ruby,Rượu Vang Đỏ,Feraz,Central Valley
1537,VNVC2-473,Rượu Vang Ferraton La Tournee Blanc,473000.0,Pháp,12.5,750.0,Vermentino,vàng chanh,Rượu Vang Trắng,Vignobles JeanJean,Languedoc
1538,VNVC-583,Rượu Vang Ferraton Pere & Fils Côtes Du Rhône Samorens,583000.0,Pháp,14.0,750.0,Grenache,vàng chanh,Rượu Vang Trắng,Cave De Tain,Côtes du Rhône
1539,VNVC-759,Rượu Vang Ferraton Pere & Fils Côtes Du Rhône Villages Laudun,759000.0,Pháp,14.0,750.0,Grenache,vàng rơm,Rượu Vang Trắng,Cave De Tain,Côtes du Rhône
1540,VNVC-682,Rượu Vang Ferraton Pere & Fils Côtes Du Rhône Villages Plan De Dieu,682000.0,Pháp,14.5,750.0,"Grenache,Syrah,Mourvèdre,Carignan",đỏ ruby,Rượu Vang Đỏ,Paul Jaboulet Aine,Côtes Du Rhône
1541,VNVC-4213,Rượu Vang Ferraton Pere & Fils Ermitage Le Meal,4213000.0,Pháp,13.5,750.0,Syrah,đỏ ruby,Rượu Vang Đỏ,Ferraton Pere & Fils,Hermitage
1542,VNVC-3300,Rượu Vang Ferraton Pere & Fils Ermitage Le Reverdy,3300000.0,Pháp,13.5,750.0,"Marsanne,Roussanne",vàng rơm,Rượu Vang Trắng,Ferraton Pere & Fils,Hermitage
1543,VNVC1-3300,Rượu Vang Ferraton Pere & Fils Ermitage Les Dionnieres,3300000.0,Pháp,13.5,750.0,Syrah,đỏ ruby,Rượu Vang Đỏ,Ferraton Pere & Fils,Hermitage
1544,VNVC1-473,Rượu Vang Ferraton Pere & Fils La Tournee Rose,473000.0,Pháp,12.5,750.0,"Cinsault,Syrah",hồng nhạt,Rượu Vang Hồng,Vignobles JeanJean,Languedoc
1545,VNPV4-547,Rượu Vang FETZER Cabernet Sauvignon,493000.0,Mỹ,13.5,750.0,Cabernet Sauvignon,đỏ sẫm,Rượu Vang Đỏ,Fetzer,California
1546,VNPV2-547,Rượu Vang FETZER Shaly Loam Gewurztraminer,493000.0,Mỹ,12.0,750.0,Gewurztraminer,hồng tươi sáng,Rượu Vang Hồng,Fetzer,California
1547,VNAV-972,Rượu Vang Feudo Arancio Hekate Passito,972000.0,Ý,12.5,375.0,Passito,vàng rơm,Rượu Vang Trắng,Feudo Arancio,Cicilia
1548,VNHD-275,Rượu Vang Feudo Croce Luna Merlot – Malvasia Nera,275000.0,Ý,14.0,750.0,"Merlot,Malvasia Nera",đỏ ruby,Rượu Vang Đỏ,Tinazzi,Puglia
1549,VNKR-1150,Rượu Vang Feudo Di Santa Croce Celebration LXXIV,1150000.0,Ý,15.0,750.0,Primitivo,đỏ ruby,Rượu Vang Đỏ,Tinazzi,Puglia
1550,VNWP-1200,Rượu Vang Fiato Primitivo Di Manduria,1200000.0,Ý,15.0,750.0,Primitivo,đỏ ruby,Rượu Vang Đỏ,Galiga Rufina,Puglia
1551,VNVC8-528,Rượu Vang Finca Flichman Caballero De La Cepa Malbec,528000.0,Argentina,13.0,750.0,Malbec,đỏ ruby,Rượu Vang Đỏ,Trivento,Mendoza
1552,VNVC2-2090,Rượu Vang Finca Flichman Dedicado Gran Corte,2090000.0,Argentina,13.5,750.0,"Malbec,Petit Vedot,Cabernel Franc",đỏ ruby,Rượu Vang Đỏ,Finca Flichman,Mendoza
1553,VNVC-891,Rượu Vang Finca Flichman Dedicado Tupungato Vineyard Blend,891000.0,Argentina,14.0,750.0,"Malbec,Cabernet Sauvignon,Merlot",đỏ ruby,Rượu Vang Đỏ,Trivento,Mendoza
1554,VNVC7-429,Rượu Vang Finca Flichman Roble Cabernet Sauvignon,429000.0,Argentina,12.5,750.0,Cabernet Sauvignon,đỏ ruby,Rượu Vang Đỏ,Trivento,Mendoza
1555,VNVC5-429,Rượu Vang Finca Flichman Roble Chardonnay,429000.0,Argentina,12.5,750.0,Chardonnay,vàng rơm,Rượu Vang Trắng,Trivento,Mendoza
1556,VNVC6-429,Rượu Vang Finca Flichman Roble Malbec,429000.0,Argentina,12.5,750.0,Malbec,đỏ ruby,Rượu Vang Đỏ,Trivento,Mendoza
1557,VNVC1-385,Rượu Vang Finca Flichman Tanguero Chardonnay,385000.0,Argentina,12.5,750.0,Chardonnay,vàng rơm,Rượu Vang Trắng,Trivento,Mendoza
1558,VNVC2-385,Rượu Vang Finca Flichman Tanguero Malbec,385000.0,Argentina,12.5,750.0,Malbec,đỏ ruby,Rượu Vang Đỏ,Trivento,Mendoza
1559,VNWH5 - 249,Rượu Vang Finca La Escondida Chardonnay,240000.0,Argentina,13.5,750.0,Chardonnay,vàng ánh xanh lá,Rượu vang trắng,Finca La Escondida,San Juan
1560,VNWH4- 394,Rượu Vang Finca La Escondida Reserve Torrontes,380000.0,Argentina,13.5,750.0,Torrontes,vàng sáng,Rượu vang trắng,Finca La Escondida,San Juan
1561,VNBMF-175,Rượu Vang Finca Las Moras Cabernet Sauvignon,175000.0,Argentina,14.0,750.0,Cabernet Sauvignon,đỏ ruby,Rượu Vang Đỏ,Graffigna,San Juan
1562,VNBMF-696,Rượu Vang Finca Las Moras Gran Syrah,696000.0,Argentina,14.5,750.0,Syrah,đỏ ruby,Rượu Vang Đỏ,Finca Las Moras,San Juan
1563,VNBMF-238,Rượu Vang Finca Las Moras Reserva Chardonnay,238000.0,Argentina,13.0,750.0,Chardonnay,vàng sẫm pha xanh lục,Rượu Vang Trắng,Graffigna,San Juan
1564,VNBMF1-238,Rượu Vang Finca Las Moras Reserva Malbec,238000.0,Argentina,13.5,750.0,Malbec,đỏ ruby,Rượu Vang Đỏ,Graffigna,San Juan
1565,VNBMF2-238,Rượu Vang Finca Las Moras Reserva Syrah,238000.0,Argentina,13.5,750.0,Syrah,đỏ ruby,Rượu Vang Đỏ,Graffigna,San Juan
1566,VNBMF1-178,Rượu Vang Finca Las Moras Sauvignon Blanc,178000.0,Argentina,13.0,750.0,Sauvignon Blanc,vàng rơm,Rượu Vang Trắng,Graffigna,San Juan
1567,VNLK-500,Rượu Vang Fior D’arancio Colli Euganei,500000.0,Ý,12.5,750.0,Fior D’arancio,vàng nhạt,Rượu Vang Trắng,Cantine Colli Euganei,"Colli Euganei, Pavoda, Italia"
1568,VNTL1-255,Rượu Vang Fives Reserve Cabernet Sauvignon,210000.0,Nam Phi,13.0,750.0,Cabernet Sauvignon,đỏ ruby,Rượu Vang Đỏ,Van Loveren,Robertson
1569,VNTL-255,Rượu Vang Fives Reserve Chenin Blanc,210000.0,Nam Phi,13.0,750.0,Chenin Blanc,vàng rơm,Rượu Vang Trắng,Van Loveren,Robertson
1570,VNCIE-540,Rượu Vang Flav Rosso Veneto,540000.0,Ý,14.0,750.0,"Cabernet Sauvignon,Merlot,Corvina",đỏ ruby,Rượu Vang Đỏ,Flav,Veneto
1571,VNPV-926,Rượu Vang Flechas De Los Andes Gran Malbec,834000.0,Argentina,14.0,750.0,Malbec,đỏ ruby,Rượu Vang Đỏ,Baron Edmond De Rothschild,Mendoza
1572,VNBMF-936,Rượu Vang Fleur De Mons Margaux,936000.0,Pháp,13.5,750.0,"Cabernet Sauvignon,Merlot,Petit Verdot",đỏ ruby,Rượu Vang Đỏ,Fleur De Mons,Bordeaux
1573,VNTK1-1867,Rượu Vang Fleur De Pedesclaux Pauillac,1867000.0,Pháp,14.0,750.0,"Merlot,Cabernet Franc,Cabernet Sauvigon,Petit Verdot",đỏ ruby,Rượu Vang Đỏ,Château Pedesclaux,Bordeaux
1574,VNPV-700,Rượu Vang Fleur Du Cap Essence Du Cap Cabernet Sauvignon,630000.0,Nam Phi,14.0,750.0,Cabernet Sauvignon,đỏ ruby,Rượu Vang Đỏ,Fleur Du Cap,Western Cape
1575,VNPV4-672,Rượu Vang Fleur Du Cap Essence Du Cap Chardonnay,605000.0,Nam Phi,12.5,750.0,Chardonnay,vàng rơm,Rượu Vang Trắng,Fleur Du Cap,Western Cape
1576,VNPV2-700,Rượu Vang Fleur Du Cap Essence Du Cap Pinotage,630000.0,Nam Phi,14.0,750.0,Pinotage,đỏ ruby,Rượu Vang Đỏ,Fleur Du Cap,Western Cape
1577,VNPV1-611,Rượu Vang Fleur Du Cap Essence Du Cap Shiraz,550000.0,Nam Phi,14.0,750.0,Shiraz,đỏ ruby,Rượu Vang Đỏ,Fleur Du Cap,Western Cape
1578,VLTL-372,Rượu Vang Fleurs De Prairie Cotes De Provence Rose,372000.0,Pháp,12.5,750.0,"Grenache,Cinsault,Syrah",hồng tươi,Rượu Vang Hồng,Fleurs de Prairie,Languedoc
1579,VNVY-1560,Rượu Vang Florentina Chianti Riserva Toscana,1560000.0,Ý,14.0,750.0,Sangiovese,đỏ ruby,Rượu Vang Đỏ,Florentina,Toscana
1580,VNVY-1150,Rượu Vang Florentina Chianti Toscana,1150000.0,Ý,13.5,750.0,Sangiovese,đỏ ruby,Rượu Vang Đỏ,Florentina Chianti,Toscana
1581,VNWP-1250,Rượu Vang FOLIE Limited Edition,1250000.0,Ý,14.5,750.0,Primitivo,đỏ ruby,Rượu Vang Đỏ,Agricola Sca Leverano,Puglia
1582,VNTK3-2000,Rượu Vang Forstmeister Geltz Zilliken Rausch Kabinett,2000000.0,Đức,12.0,750.0,Riesling,vàng rơm,Rượu Vang Trắng,Zilliken,Allemagne / Mosel
1583,VNVY-310,Rượu Vang Frà Rouge Dolcè,310000.0,Ý,11.0,750.0,Rosso,đỏ hồng,Rượu Vang Ngọt,Frà Rouge,Sicilia
1584,VNMH4-890,Rượu Vang Francis Coppola Diamond Collection Claret,890000.0,Mỹ,13.5,750.0,"Cabernet Sauvignon,Petit Verdot",đỏ ruby,Rượu Vang Đỏ,Fetzer,California
1585,VNPV1-1688,Rượu Vang Francois De Nicolay Domaine De Mories Moulin A Vent,1177000.0,Pháp,13.5,750.0,Gamay,đỏ đậm,Rượu Vang Đỏ,Francois de Nicolay,Beaujolas
1586,VNPV-1190,Rượu Vang Francois De Nicolay Macon Aze,1071000.0,Pháp,12.0,750.0,Chardonnay,vàng,Rượu Vang trắng,Francois De Nicolay,Bourgogne
1587,VNTBM-175,Rượu Vang Francois Dulac Mediterranee,175000.0,Pháp,11.0,1000.0,Blend,đỏ ruby,Rượu Vang Đỏ,Francois,Vins De Pays
1588,VNTK-2347,Rượu Vang Frank Phelan Saint Estephe,2347000.0,Pháp,13.5,750.0,"Cabernet Sauvignon,Merlot,Cabernet Franc",đỏ ruby,Rượu Vang Đỏ,Frank Phelan,Bordeaux
1589,VNTK1-1320,Rượu Vang Frederic Magnien Bourgogne Pinot Noir,1320000.0,Pháp,12.0,750.0,Pinot Noir,đỏ ruby,Rượu Vang Đỏ,Frederic Magnien,Bourgogne
1590,VNTK-3587,Rượu Vang Frederic Magnien Chambolle Musigny Vieilles Vignes,3587000.0,Pháp,12.5,750.0,Pinot Noir,đỏ ruby,Rượu Vang Đỏ,Frederic Magnien,Bourgogne
1591,VNTK-2334,Rượu Vang Frederic Magnien Côtes De Nuit Villages Croix Violette,2334000.0,Pháp,13.0,750.0,Pinot Noir,đỏ ruby,Rượu Vang Đỏ,Frederic Magnien,Bourgogne
1592,VNTK1-2654,Rượu Vang Frederic Magnien Morey Saint Denis Larrets,2654000.0,Pháp,13.0,750.0,"Chardonnay,Pinot Blanc",vàng rơm,Rượu Vang Trắng,Frederic Magnien,Bourgogne
1593,VNMH3-600,Rượu Vang Freixenet Chianti DOCG,600000.0,Ý,12.5,750.0,Sangiovese,đỏ ruby,Rượu Vang Đỏ,Freixenet,Toscana
1594,VNMH3-450,Rượu Vang Freixenet Mia Aromatic & Fruity,450000.0,Tây Ban Nha,12.5,750.0,"Macabeo, Xarel-lo, Parellada",vàng nhạt,Rượu Vang Trắng,Freixenet,Penedès – Spain
1595,VNMH5-450,Rượu Vang Freixenet Mia Tinto Fruity & Full-Bodied,450000.0,Tây Ban Nha,13.0,750.0,Tempranillo,đỏ ruby,Rượu Vang Đỏ,Freixenet,Castilla – Spain
1596,VNMH2-510,Rượu Vang Freixenet Pinot Grigio,510000.0,Ý,11.5,750.0,Pinot Grigio,vàng nhạt,Rượu Vang Trắng,Freixenet,Veneto
1597,VNMH-1170,Rượu Vang Frescobaldi Benefizio Pomino Bianco Riserva,998000.0,Ý,14.5,750.0,Chardonnay,vàng nhạt ánh kim,Rượu vang trắng,Frescobaldi,Tuscany
1598,VNMH1-690,Rượu Vang Frescobaldi Massovivo Ammiraglia,690000.0,Ý,13.0,750.0,Vermentino,vàng ánh xanh,Rượu Vang Trắng,Frescobaldi,Tuscany
1599,VNMH1-900,Rượu Vang Frescobaldi Perano Chianti Classico,900000.0,Ý,13.5,750.0,Sangiovese,đỏ,Rượu vang đỏ,Frescobaldi,Tuscany
1600,VNMH-1200,Rượu Vang Frescobaldi Perano Riserva Chianti Classico,1200000.0,Ý,14.5,750.0,Sangiovese,đỏ,Rượu vang đỏ,Frescobaldi,Tuscany
1601,VNMH5-420,Rượu Vang Frescobaldi Remole Toscana Rose,420000.0,Ý,12.0,750.0,Sangiovese,hồng nhạt,Rượu vang hồng,Frescobaldi,Tuscany
1602,VNMH2-690,Rượu Vang Frescobaldi Terre More Dell’ Ammiraglia,690000.0,Ý,14.0,750.0,"Cabernet Sauvignon,Cabernet Franc,Merlot,Syrah",đỏ ngọc ruby,Rượu Vang Đỏ,Frescobaldi,Tuscany
1603,VNPV2-651,Rượu Vang Fritz Riesling Gunderloch,586000.0,Đức,10.5,750.0,Riesling,vàng rơm,Rượu Vang Trắng,Gunderloch,Rheinhessen
1604,VNTK-2200,Rượu Vang Fugue De Nenin Pomerol,2200000.0,Pháp,14.0,750.0,"Cabernet Sauvignon,Cabernet Franc,Merlot",đỏ ruby,Rượu Vang Đỏ,Château Nenin,Bordeaux
1605,VNKR-380,Rượu Vang Fundo La Cruz Reserva Cabernet Sauvignon – Carmenere,380000.0,Chile,13.5,750.0,"Carmenere,Cabernet Sauvignon",đỏ ruby,Rượu Vang Đỏ,Fundo La Cruz,Central Valley
1606,VNKR1-380,Rượu Vang Fundo La Cruz Reserva Chardonnay,380000.0,Chile,14.0,750.0,Chardonnay,vàng rơm,Rượu Vang Trắng,Fundo La Cruz,Central Valley
1607,VNPV-2862,Rượu Vang Gaja Bolgheri Magari Ca’Marcanda,2576000.0,Ý,14.0,750.0,"Cabernet Franc,Cabernet Sauvignon,Merlot",đỏ,Rượu Vang Đỏ,Gaja,Barbaresco
1608,VNTK1-6400,Rượu Vang Gaja Ca’marcanda Bolgheri,6400000.0,Ý,13.5,750.0,"Cabernet Sauvignon,Merlot,Cabernet Franc",đỏ ruby,Rượu Vang Đỏ,Gaja,Bolgheri
1609,VNTK1-1854,Rượu Vang Gaja Ca’marcanda Promis,1854000.0,Ý,14.5,750.0,"Merlot,Syrah,Sangiovese",đỏ ruby,Rượu Vang Đỏ,Gaja,Tuscany
1610,VNPV-1938,Rượu Vang Gaja Ca’Marcanda Vistamare White,1745000.0,Ý,13.5,750.0,"Vermentino,Viognier",vàng,Rượu Vang Trắng,Gaja,Tuscany
1611,VNTK-22000,Rượu Vang Gaja Costa Russi – Barbaresco,22000000.0,Ý,13.0,750.0,Nebbiolo,đỏ ruby,Rượu Vang Đỏ,Gaja,Barbaresco
1612,VNPV-2826,Rượu Vang Gaja Pieve Santa Restituta Brunello Di Montalcino,2543000.0,Ý,14.0,750.0,Sangiovese,đỏ,Rượu Vang Đỏ,Gaja,Tuscany
1613,VNPV-3076,Rượu Vang Gaja Rossj Bass Chardonnay Langhe,2769000.0,Ý,12.5,750.0,Chardonnay,vàng rơm,Rượu Vang Trắng,Gaja,Piedmont
1614,VNTK1-2334,Rượu Vang Gaja Sito Moresco Langhe,2334000.0,Ý,14.0,750.0,"Nebbiolo,Merlot,Barbera",đỏ ruby,Rượu Vang Đỏ,Gaja,"Barbaresco, Italy"
1615,VNTK-19334,Rượu Vang Gaja Sori San Lorenzo – Barbaresco,19334000.0,Ý,14.0,750.0,Nebbiolo,đỏ ruby,Rượu Vang Đỏ,Gaja,Piedmont
1616,VNTK1-22000,Rượu Vang Gaja Sori Tildin Barbaresco,22000000.0,Ý,13.0,750.0,Nebbiolo,đỏ ruby,Rượu Vang Đỏ,Gaja,Barbaresco
1617,VNPV-8994,Rượu Vang Gaja Sperss Langhe Nebbiolo,8095000.0,Ý,13.0,750.0,Nebbiolo,đỏ,Rượu Vang Đỏ,Gaja,Piedmont
1618,VNYW-510,Rượu Vang Gato Negro 9 Live Reserve Cabernet Sauvignon,510000.0,Chile,13.5,750.0,Cabernet Sauvignon,đỏ ruby,Rượu Vang Đỏ,Concha Y Toro,Central Valley
1619,VNTK2-494,Rượu Vang Gato Negro 9 Lives Reserve Cabernet Sauvignon,494000.0,Chile,13.5,750.0,Cabernet Sauvignon,đỏ ruby,Rượu Vang Đỏ,Casa Vista,Central Vellay
1620,VNTK3-494,Rượu Vang Gato Negro 9 Lives Reserve Sauvignon Blanc,494000.0,Chile,12.0,750.0,Sauvignon Blanc,vàng rơm,Rượu Vang Trắng,Concha Y Toro,Central Valley
1621,VNTK1-374,Rượu Vang Gato Negro Cabernet Sauvignon,374000.0,Chile,14.5,750.0,Cabernet Sauvignon,đỏ ruby,Rượu Vang Đỏ,Casa Vista,Central Vellay
1622,VNTK2-374,Rượu Vang Gato Negro Sauvignon Blanc,374000.0,Chile,12.0,750.0,Sauvignon Blanc,vàng rơm,Rượu Vang Trắng,Concha Y Toro,Central Valley
1623,VNCIE-1720,Rượu Vang Gb Odoardi,1720000.0,Ý,15.0,750.0,"Gaglioppo, Magliocco Dolce, Greco, Nerello Cappuccio",đỏ ruby,Rượu Vang Đỏ,Odoardi,Calabria
1624,VNBMF-640,Rượu Vang Geografico Contessa Di Radda Chianti Classico,640000.0,Ý,13.5,750.0,"Cabernet Sauvignon,Sangiovese",đỏ ruby,Rượu Vang Đỏ,Geografico,Chianti
1625,VNBMF1-640,Rượu Vang Geografico Contessa Di Radda Chianti Classico Riserva,640000.0,Ý,13.5,750.0,"Cabernet Sauvignon,Sangiovese",đỏ ruby,Rượu Vang Đỏ,Geografico,Chianti
1626,VNWH-465,Rượu Vang Georges Duboeuf Beaujolais Villages,455000.0,Pháp,12.5,750.0,Gamay,đỏ,Rượu vang đỏ,Georges Duboeuf,Beaujolais
1627,VNWH9-350,Rượu Vang Georges Duboeuf Cabernet Sauvignon,335000.0,Pháp,12.5,750.0,Cabernet Sauvignon,đỏ,Rượu vang đỏ,Georges Duboeuf,Languedoc
1628,VNWH3-375,Rượu Vang Georges Duboeuf Chardonnay Pays D’OC,375000.0,Pháp,13.0,750.0,Chardonnay,vàng xanh,Rượu Vang Trắng,Vignobles JeanJean,Languedoc
1629,VNWH17-650,Rượu Vang Georges Duboeuf Coteaux Bourguignons,650000.0,Pháp,13.0,750.0,Chardonnay,vàng nhạt lấp lánh,Rượu Vang Trắng,Georges Duboeuf,Bourgogne
1630,VNWH4-285,Rượu Vang Georges Duboeuf Cuvée Blanc,285000.0,Pháp,12.0,750.0,"Ugni blanc,Marsanne",vàng rơm nhạt,Rượu Vang Trắng,Vignobles JeanJean,Languedoc
1631,VNWH4-595,Rượu Vang Georges Duboeuf Major Beaujolais Villages,565000.0,Pháp,13.0,750.0,Gamay,đỏ,Rượu vang đỏ,Georges Duboeuf,Beaujolais
1632,VNWH10-475,Rượu Vang Georges Duboeuf Major Pinot Noir,455000.0,Pháp,12.0,750.0,Pinot Noir,hồng nhạt,Rượu Vang Hồng,Georges Duboeuf,Languedoc
1633,VNWH8-325,Rượu Vang Georges Duboeuf Merlot Pays D’OC,310000.0,Pháp,13.5,750.0,Merlot,đỏ,Rượu vang đỏ,Georges Duboeuf,Languedoc
1634,VNWH1-925,Rượu Vang Georges Duboeuf Moulin A Vent,900000.0,Pháp,13.0,750.0,Gamay,đỏ,Rượu vang đỏ,Georges Duboeuf,Beaujolais
1635,VNWH10- 425,Rượu Vang Georges Duboeuf Pinot Noir Pays D’Oc,415000.0,Pháp,13.5,750.0,Pinot Noir,đỏ đậm,Rượu Vang Đỏ,Chateau Bellevue Laforet,South West
1636,VNWH11-1200,Rượu Vang Georges Duboeuf Pouilly Fuisse,1980000.0,Pháp,13.0,750.0,Chardonnay,vàng rơm,Rượu Vang Trắng,Louis Jadot,Bourgogne
1637,VNWH5-285,Rượu Vang Georges Duboeuf ROSE,285000.0,Pháp,12.0,750.0,Various,hồng đậm,Rượu Vang Hồng,Vignobles JeanJean,Languedoc
1638,VNWH-345,Rượu Vang Georges Duboeuf Sauvignon Blanc,345000.0,Pháp,13.0,750.0,Sauvignon Blanc,vàng rơm,Rượu Vang Trắng,Vignobles JeanJean,Languedoc
1639,VNWH9- 350,Rượu Vang Georges Duboeuf Syrah Vin De Pays D’OC,340000.0,Pháp,13.5,750.0,Syrah,đỏ,Rượu vang đỏ,Georges Duboeuf,Languedoc
1640,VNWH9-475,Rượu Vang Georges Vigouroux Pigmentum Sauvignon Blanc,475000.0,Pháp,13.0,750.0,Sauvignon Blanc,vàng nhạt,Rượu Vang Trắng,Georges Vigouroux,South west
1641,VNWH-320,Rượu Vang Gerard Bertrand 6eme Sens,310000.0,Pháp,13.5,750.0,"Shiraz,Grenache,Merlot",đỏ,Rượu vang đỏ,Gerard Bertrand,Languedoc
1642,VNWH8-1250,Rượu Vang Gerard Bertrand Château l’Hospitalet La Clape,1150000.0,Pháp,13.0,750.0,"Syrah,Grenache,Mourvedre",đỏ đậm,Rượu Vang Đỏ,Vignobles JeanJean,Languedoc
1643,VNWH-12000,Rượu Vang Gerard Bertrand Clos D’Ora,12000000.0,Pháp,14.5,750.0,"Mourvedre,Grenache",đỏ garnet đậm,Rượu Vang Đỏ,Vignobles JeanJean,Languedoc
1644,VNWH6-1150,Rượu Vang Gerard Bertrand Domaine De L’Aigle,1150000.0,Pháp,13.0,750.0,Pinot Noir,đỏ ruby,Rượu Vang Đỏ,Vignobles JeanJean,Languedoc
1645,VNWH7-1250,Rượu Vang Gerard Bertrand Domaine De Villemajou,1200000.0,Pháp,14.0,750.0,"Grenache,Mourvedre",đỏ đậm,Rượu Vang Đỏ,Vignobles JeanJean,Languedoc
1646,VNWH1-470,Rượu Vang Gerard Bertrand Gris Blanc,470000.0,Pháp,12.0,750.0,Grenache Blanc – Grenache Gris,hồng nhạt,Rượu Vang Hồng,Gerard Bertrand,Languedoc
1647,VNWH-3250,Rượu Vang Gerard Bertrand L’Hospitalitas La Clape,3150000.0,Pháp,13.0,750.0,"Syrah,Mourvedre",đỏ ruby,Rượu Vang Đỏ,Vignobles JeanJean,Languedoc
1648,VNWH1 - 1750,Rượu Vang Gerard Bertrand La Sauvageonne Languedoc,1650000.0,Pháp,14.5,750.0,"Syrah,Grenache",đỏ ruby đậm,Rượu Vang Đỏ,Vignobles JeanJean,Languedoc
1649,VNWH6-495,Rượu Vang Gerard Bertrand Reserve Speciale Cabernet Sauvignon,450000.0,Pháp,13.0,750.0,Cabernet Sauvignon,đỏ,Rượu vang đỏ,Gerard Bertrand,Languedoc
1650,VNWH9-495,Rượu Vang Gerard Bertrand Reserve Speciale Chardonnay,460000.0,Pháp,14.0,750.0,Chardonnay,rơm,Rượu Vang Trắng,Vignobles JeanJean,Languedoc
1651,VNWH5-495,Rượu Vang Gerard Bertrand Reserve Speciale Merlot,460000.0,Pháp,13.0,750.0,Merlot,đỏ,Rượu vang đỏ,Gerard Bertrand,Languedoc
1652,VNWH7-495,Rượu Vang Gerard Bertrand Reserve Speciale Pinot Noir,490000.0,Pháp,13.0,750.0,Pinot Noir,đỏ đậm,Rượu Vang Đỏ,Vignobles JeanJean,Languedoc
1653,VNWH10-495,Rượu Vang Gerard Bertrand Reserve Speciale Sauvignon Blanc,460000.0,Pháp,14.0,750.0,Sauvignon blanc,trắng,Rượu Vang Trắng,Vignobles JeanJean,Languedoc
1654,VNWH6-595,Rượu Vang Gerard Bertrand Terroir Corbieres,575000.0,Pháp,14.0,750.0,"Syrah,Grenache,Mourvedre",đỏ ruby có ánh tím,Rượu Vang Đỏ,Vignobles JeanJean,Languedoc
1655,VNWH8-595,Rượu Vang Gerard Bertrand Terroir Fitou,565000.0,Pháp,14.0,750.0,"Carignan,Grenache",đỏ đậm,Rượu Vang Đỏ,Vignobles JeanJean,Languedoc
1656,VNWH5-595,Rượu Vang Gerard Bertrand Terroir Languedoc,550000.0,Pháp,14.0,750.0,"Syrah,Grenache",đỏ tím đậm,Rượu Vang Đỏ,Vignobles JeanJean,Languedoc
